Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total,Did
31-01-2019,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,2,1MH
31-01-2019,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,2,35MH
31-01-2019,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,2,35MH
31-01-2019,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,1,3MH
31-01-2019,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,1,17MH
31-01-2019,7000,Dental Surgery,Day Case,Child,0-15,  0-3 Months,1,7MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,22,20MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,6,31MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,4,5MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  9-12 Months,2,23MH
31-01-2019,7800,Urology,Day Case,Adult,16-64, 12-15 Months,1,26MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,8,8MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,4,20MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  9-12 Months,2,33MH
31-01-2019,7800,Urology,Day Case,Child,0-15,  0-3 Months,3,5MH
31-01-2019,7800,Urology,Day Case,Child,0-15,  3-6 Months,1,19MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,7,35MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,4,11MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,5,15MH
31-01-2019,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,47,32MH
31-01-2019,100,Cardiology,Day Case,Adult,16-64,  3-6 Months,11,12MH
31-01-2019,100,Cardiology,Day Case,Adult,16-64,  6-9 Months,4,15MH
31-01-2019,100,Cardiology,Day Case,Adult,16-64,  9-12 Months,1,29MH
31-01-2019,100,Cardiology,Day Case,Adult,65+,  0-3 Months,45,20MH
31-01-2019,100,Cardiology,Day Case,Adult,65+,  3-6 Months,13,30MH
31-01-2019,100,Cardiology,Day Case,Adult,65+,  6-9 Months,3,3MH
31-01-2019,100,Cardiology,Day Case,Adult,65+,  9-12 Months,1,1MH
31-01-2019,100,Cardiology,Inpatient,Adult,16-64,  0-3 Months,14,25MH
31-01-2019,100,Cardiology,Inpatient,Adult,16-64,  3-6 Months,1,28MH
31-01-2019,100,Cardiology,Inpatient,Adult,65+,  0-3 Months,29,15MH
31-01-2019,100,Cardiology,Inpatient,Adult,65+,  3-6 Months,1,25MH
31-01-2019,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,29,27MH
31-01-2019,300,Dermatology,Day Case,Adult,16-64,  3-6 Months,15,4MH
31-01-2019,300,Dermatology,Day Case,Adult,16-64, 15-18 Months,1,25MH
31-01-2019,300,Dermatology,Day Case,Adult,65+,  0-3 Months,32,8MH
31-01-2019,300,Dermatology,Day Case,Adult,65+,  3-6 Months,20,36MH
31-01-2019,300,Dermatology,Day Case,Adult,65+,  6-9 Months,1,16MH
31-01-2019,300,Dermatology,Day Case,Adult,65+,  9-12 Months,1,9MH
31-01-2019,300,Dermatology,Day Case,Child,0-15,  0-3 Months,2,29MH
31-01-2019,300,Dermatology,Day Case,Child,0-15,  3-6 Months,1,29MH
31-01-2019,300,Dermatology,Inpatient,Adult,65+,  0-3 Months,1,19MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,49,29MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,38,1MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,27,31MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,33,16MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,28,5MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,19,18MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,31,19MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,17,16MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,11,7MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,2,31MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,1,10MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,18+ Months,1,14MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,16,1MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,2,16MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,1,26MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Child,0-15,  9-12 Months,3,1MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,7,2MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,5,6MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,2,27MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,3,24MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,3,17MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,1,11MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,10,26MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,1,14MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,1,8MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,46,19MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,19,11MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,14,4MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,4,21MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,2,27MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,1,25MH
31-01-2019,600,Otolaryngology (ENT),Inpatient,Child,0-15,18+ Months,3,29MH
31-01-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,5,3MH
31-01-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,6,36MH
31-01-2019,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,1,6MH
31-01-2019,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,1,18MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,23,6MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,33,4MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,24,25MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,15,17MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,9,23MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,5,9MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,18+ Months,1,10MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,9,9MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,3,15MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,2,25MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+,  9-12 Months,2,2MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+, 12-15 Months,2,28MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+, 15-18 Months,1,6MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,17,16MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,13,13MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,5,29MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,1,36MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,1,16MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,2,16MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,4,7MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,3,6MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,1,31MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,4,4MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,48,8MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,53,5MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,41,14MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,39,14MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,25,18MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,19,11MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,16-64,18+ Months,27,15MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,153,25MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,185,11MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,131,24MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,62,13MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+, 12-15 Months,24,3MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+, 15-18 Months,28,4MH
31-01-2019,1700,Ophthalmology,Day Case,Adult,65+,18+ Months,26,20MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,19,35MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,13,14MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,10,33MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,11,28MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,12,12MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15, 15-18 Months,3,13MH
31-01-2019,1700,Ophthalmology,Day Case,Child,0-15,18+ Months,14,34MH
31-01-2019,1700,Ophthalmology,Inpatient,Adult,16-64,  3-6 Months,3,5MH
31-01-2019,1700,Ophthalmology,Inpatient,Adult,16-64,  6-9 Months,2,12MH
31-01-2019,1700,Ophthalmology,Inpatient,Adult,65+,  0-3 Months,2,13MH
31-01-2019,1700,Ophthalmology,Inpatient,Adult,65+,  3-6 Months,2,36MH
31-01-2019,1700,Ophthalmology,Inpatient,Adult,65+,  6-9 Months,1,2MH
31-01-2019,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1,8MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,48,19MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,22,10MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,8,6MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,6,11MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,3,11MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,1,16MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,18+ Months,1,30MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,17,28MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,3,1MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,4,28MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1,7MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+, 15-18 Months,1,9MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+,18+ Months,2,17MH
31-01-2019,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,3,33MH
31-01-2019,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,2,36MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,4,32MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,4,7MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,2,35MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,2,8MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,7,11MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,6,15MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,2,3MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,3,28MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,1,36MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,1,28MH
31-01-2019,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,1,36MH
31-01-2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,1,18MH
31-01-2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  6-9 Months,1,17MH
31-01-2019,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,1,12MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,26,35MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,15,1MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,10,30MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,8,15MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,5,29MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,7,11MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,18+ Months,7,5MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,12,5MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,9,8MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,6,27MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,3,34MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,4,2MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,2,24MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,18+ Months,8,13MH
31-01-2019,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,8,11MH
31-01-2019,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1,9MH
31-01-2019,2600,General Surgery,Day Case,Child,0-15,  9-12 Months,3,9MH
31-01-2019,2600,General Surgery,Day Case,Child,0-15, 12-15 Months,2,20MH
31-01-2019,2600,General Surgery,Day Case,Child,0-15, 15-18 Months,2,28MH
31-01-2019,2600,General Surgery,Day Case,Child,0-15,18+ Months,1,36MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,6,12MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,2,1MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1,7MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1,2MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64, 15-18 Months,3,6MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,3,10MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,6,20MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,2,26MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,1,30MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,1,36MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+, 15-18 Months,1,34MH
31-01-2019,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,1,24MH
31-01-2019,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  0-3 Months,20,31MH
31-01-2019,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  3-6 Months,5,9MH
31-01-2019,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  6-9 Months,9,6MH
31-01-2019,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  0-3 Months,2,5MH
31-01-2019,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  3-6 Months,3,23MH
31-01-2019,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,  6-9 Months,1,23MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,28,4MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,31,2MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,21,16MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,20,29MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,22,6MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64, 15-18 Months,26,29MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,16-64,18+ Months,35,10MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,5,30MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,17,35MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,8,11MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+,  9-12 Months,16,10MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+, 12-15 Months,6,20MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+, 15-18 Months,9,15MH
31-01-2019,2604,Vascular Surgery,Day Case,Adult,65+,18+ Months,26,17MH
31-01-2019,2604,Vascular Surgery,Day Case,Child,0-15,  0-3 Months,1,16MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,9,13MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,8,21MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,4,9MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,3,7MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64, 12-15 Months,4,3MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64, 15-18 Months,4,16MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,16-64,18+ Months,10,30MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,6,13MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,5,14MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,3,9MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+,  9-12 Months,1,33MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+, 12-15 Months,3,35MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+, 15-18 Months,2,17MH
31-01-2019,2604,Vascular Surgery,Inpatient,Adult,65+,18+ Months,8,32MH
31-01-2019,2605,Breast Surgery,Day Case,Adult,16-64,  0-3 Months,8,19MH
31-01-2019,2605,Breast Surgery,Day Case,Adult,16-64,  3-6 Months,2,11MH
31-01-2019,2605,Breast Surgery,Day Case,Adult,16-64,  6-9 Months,4,32MH
31-01-2019,2605,Breast Surgery,Day Case,Adult,65+,  3-6 Months,1,7MH
31-01-2019,2605,Breast Surgery,Inpatient,Adult,65+,  0-3 Months,1,33MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  0-3 Months,90,23MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  3-6 Months,98,30MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  6-9 Months,46,13MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,  9-12 Months,27,12MH
31-01-2019,7800,Urology,Day Case,Adult,16-64, 12-15 Months,25,17MH
31-01-2019,7800,Urology,Day Case,Adult,16-64, 15-18 Months,13,12MH
31-01-2019,7800,Urology,Day Case,Adult,16-64,18+ Months,27,29MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  0-3 Months,80,21MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  3-6 Months,70,33MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  6-9 Months,45,7MH
31-01-2019,7800,Urology,Day Case,Adult,65+,  9-12 Months,34,3MH
31-01-2019,7800,Urology,Day Case,Adult,65+, 12-15 Months,41,8MH
31-01-2019,7800,Urology,Day Case,Adult,65+, 15-18 Months,21,27MH
31-01-2019,7800,Urology,Day Case,Adult,65+,18+ Months,33,33MH
31-01-2019,7800,Urology,Day Case,Child,0-15,  0-3 Months,9,24MH
31-01-2019,7800,Urology,Day Case,Child,0-15,  3-6 Months,2,36MH
31-01-2019,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,8,30MH
31-01-2019,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,8,26MH
31-01-2019,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,6,22MH
31-01-2019,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,2,5MH
31-01-2019,7800,Urology,Inpatient,Adult,16-64,18+ Months,2,4MH
31-01-2019,7800,Urology,Inpatient,Adult,65+,  0-3 Months,12,6MH
31-01-2019,7800,Urology,Inpatient,Adult,65+,  3-6 Months,10,15MH
31-01-2019,7800,Urology,Inpatient,Adult,65+,  6-9 Months,12,30MH
31-01-2019,7800,Urology,Inpatient,Adult,65+,  9-12 Months,6,4MH
31-01-2019,7800,Urology,Inpatient,Adult,65+, 12-15 Months,7,5MH
31-01-2019,7800,Urology,Inpatient,Adult,65+, 15-18 Months,1,28MH
31-01-2019,7800,Urology,Inpatient,Adult,65+,18+ Months,15,32MH
31-01-2019,7800,Urology,Inpatient,Child,0-15,  0-3 Months,1,29MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,21,6MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,18,10MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,28,25MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,16,32MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,19,31MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,17,15MH
31-01-2019,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,24,7MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,11,30MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,8,3MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,20,5MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,10,27MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,14,14MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+, 15-18 Months,9,18MH
31-01-2019,8003,Pain Relief,Day Case,Adult,65+,18+ Months,33,9MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,24,4MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,12,35MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,1,21MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,24,27MH
31-01-2019,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,8,1MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,48,36MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,20,24MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,4,4MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,34,2MH
31-01-2019,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,36,12MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,48,6MH
31-01-2019,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,20,30MH
31-01-2019,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,1,18MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,6,15MH
31-01-2019,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,2,3MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,21,23MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,20,5MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,8,26MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,13,17MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,13,7MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,4,6MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,7,7MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1,7MH
31-01-2019,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1,10MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,4,7MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,3,13MH
31-01-2019,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,2,3MH
31-01-2019,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,1,32MH
31-01-2019,0,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,1,20MH
31-01-2019,0,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1,5MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,1,33MH
31-01-2019,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,1,36MH
31-01-2019,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,2,32MH
31-01-2019,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,3,8MH
31-01-2019,2400,Respiratory Medicine,Inpatient,Adult,16-64,  9-12 Months,3,31MH
31-01-2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,1,15MH
31-01-2019,2400,Respiratory Medicine,Inpatient,Adult,65+,  9-12 Months,1,33MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,13,23MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,4,30MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1,29MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2,30MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,2,35MH
31-01-2019,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1,30MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,4,19MH
31-01-2019,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,3,23MH
