Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total,Did
30-04-2018,2603,Hepato-Biliary Surgery,Inpatient,Adult,65+,  0-3 Months,9,5MH
30-04-2018,2603,Hepato-Biliary Surgery,Inpatient,Adult,65+,  3-6 Months,1,33MH
30-04-2018,2603,Hepato-Biliary Surgery,Inpatient,Adult,65+,  9-12 Months,1,26MH
30-04-2018,2603,Hepato-Biliary Surgery,Inpatient,Adult,65+, 12-15 Months,3,32MH
30-04-2018,2603,Hepato-Biliary Surgery,Inpatient,Adult,65+, 15-18 Months,1,30MH
30-04-2018,2603,Hepato-Biliary Surgery,Inpatient,Adult,65+,18+ Months,6,23MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,20,30MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,15,21MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,8,23MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,11,36MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,8,29MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64, 15-18 Months,2,14MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,16-64,18+ Months,3,10MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,2,10MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,5,30MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,1,26MH
30-04-2018,2604,Vascular Surgery,Day Case,Adult,65+,  9-12 Months,1,21MH
30-04-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,1,32MH
30-04-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,2,16MH
30-04-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,1,18MH
30-04-2018,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,1,18MH
30-04-2018,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,4,13MH
30-04-2018,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1,11MH
30-04-2018,5000,General Medicine,Inpatient,Adult,16-64,  9-12 Months,1,24MH
30-04-2018,7800,Urology,Day Case,Adult,16-64,  0-3 Months,66,24MH
30-04-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,48,22MH
30-04-2018,7800,Urology,Day Case,Adult,16-64,  6-9 Months,20,11MH
30-04-2018,7800,Urology,Day Case,Adult,16-64,  9-12 Months,12,2MH
30-04-2018,7800,Urology,Day Case,Adult,16-64, 12-15 Months,4,27MH
30-04-2018,7800,Urology,Day Case,Adult,16-64, 15-18 Months,3,4MH
30-04-2018,7800,Urology,Day Case,Adult,65+,  0-3 Months,55,35MH
30-04-2018,7800,Urology,Day Case,Adult,65+,  3-6 Months,29,11MH
30-04-2018,7800,Urology,Day Case,Adult,65+,  6-9 Months,13,30MH
30-04-2018,7800,Urology,Day Case,Adult,65+,  9-12 Months,8,34MH
30-04-2018,7800,Urology,Day Case,Adult,65+, 12-15 Months,2,23MH
30-04-2018,7800,Urology,Day Case,Child,0-15,  0-3 Months,16,3MH
30-04-2018,7800,Urology,Day Case,Child,0-15,  3-6 Months,2,34MH
30-04-2018,7800,Urology,Day Case,Child,0-15,  6-9 Months,7,2MH
30-04-2018,7800,Urology,Day Case,Child,0-15,  9-12 Months,5,16MH
30-04-2018,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,8,14MH
30-04-2018,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,5,33MH
30-04-2018,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,1,17MH
30-04-2018,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,2,2MH
30-04-2018,7800,Urology,Inpatient,Adult,65+,  0-3 Months,10,23MH
30-04-2018,7800,Urology,Inpatient,Adult,65+,  3-6 Months,3,12MH
30-04-2018,7800,Urology,Inpatient,Adult,65+,  6-9 Months,3,15MH
30-04-2018,7800,Urology,Inpatient,Adult,65+,  9-12 Months,1,5MH
30-04-2018,7800,Urology,Inpatient,Child,0-15,  0-3 Months,1,14MH
30-04-2018,7800,Urology,Inpatient,Child,0-15,  6-9 Months,1,29MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,45,1MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,41,17MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,44,35MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,16,18MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,15,6MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,14,11MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,6,9MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,28,26MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,24,30MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,18,36MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,8,25MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,5,3MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+, 15-18 Months,5,32MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,18+ Months,3,4MH
30-04-2018,8003,Pain Relief,Inpatient,Adult,65+,  0-3 Months,1,27MH
30-04-2018,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,16,1MH
30-04-2018,300,Dermatology,Day Case,Adult,65+,  0-3 Months,17,9MH
30-04-2018,300,Dermatology,Inpatient,Adult,65+,  0-3 Months,2,9MH
30-04-2018,300,Dermatology,Inpatient,Child,0-15,  0-3 Months,1,17MH
30-04-2018,400,Endocrinology,Day Case,Adult,16-64,  0-3 Months,1,21MH
30-04-2018,400,Endocrinology,Day Case,Adult,16-64,  6-9 Months,1,24MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,42,3MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,24,2MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,8,28MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,2,22MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,2,27MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,5,11MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,1,14MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,1,13MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,24,17MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,3,33MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,1,16MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,41,25MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,24,6MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,17,14MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,12,35MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,4,16MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,6,34MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,15,13MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,3,32MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,2,36MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,3,15MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,2,16MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,3,33MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,18+ Months,2,27MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,22,17MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,24,12MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,1,5MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,1,20MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,30,5MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,45,21MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,12,27MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,26,25MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,5,11MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,3,31MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,18+ Months,1,26MH
30-04-2018,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,5,31MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,1,15MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,3,32MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,2,4MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,1,15MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,18+ Months,3,36MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,1,8MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,34,13MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,23,19MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,19,35MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,11,16MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,1,10MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,3,26MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,18+ Months,6,10MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,130,31MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,109,15MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,58,15MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,36,17MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+, 12-15 Months,4,13MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+, 15-18 Months,3,28MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,18+ Months,4,15MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,10,31MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,8,12MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,  6-9 Months,5,23MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,  9-12 Months,2,3MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15, 12-15 Months,4,35MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15, 15-18 Months,2,20MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,18+ Months,2,9MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,16-64,  0-3 Months,3,2MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,16-64,  3-6 Months,3,31MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,16-64,18+ Months,4,31MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,65+,  0-3 Months,6,36MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,65+,  3-6 Months,1,35MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,65+,  6-9 Months,1,8MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,65+, 12-15 Months,3,9MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,65+, 15-18 Months,1,3MH
30-04-2018,1700,Ophthalmology,Inpatient,Adult,65+,18+ Months,1,11MH
30-04-2018,1700,Ophthalmology,Inpatient,Child,0-15,  0-3 Months,1,3MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,31,19MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,29,17MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,22,17MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,23,11MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,15,28MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,9,10MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,16-64,18+ Months,3,28MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,23,14MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,4,1MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,5,24MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,65+,  9-12 Months,3,6MH
30-04-2018,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,2,13MH
30-04-2018,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,11,6MH
30-04-2018,1800,Orthopaedics,Day Case,Child,0-15,  3-6 Months,6,13MH
30-04-2018,1800,Orthopaedics,Day Case,Child,0-15,  6-9 Months,7,36MH
30-04-2018,1800,Orthopaedics,Day Case,Child,0-15,  9-12 Months,4,26MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,38,28MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,33,31MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,17,36MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,9,32MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,6,29MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 15-18 Months,2,7MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,16-64,18+ Months,3,6MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,38,8MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,31,19MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,13,21MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,11,12MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,2,2MH
30-04-2018,1800,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,2,28MH
30-04-2018,1800,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,1,17MH
30-04-2018,1800,Orthopaedics,Inpatient,Child,0-15,  3-6 Months,4,14MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,32,8MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  3-6 Months,24,31MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  6-9 Months,11,11MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  9-12 Months,5,9MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,16-64, 12-15 Months,2,22MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,16-64,18+ Months,2,19MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,23,19MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,65+,  3-6 Months,11,22MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,65+,  6-9 Months,3,25MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,65+,  9-12 Months,5,33MH
30-04-2018,2000,Plastic Surgery,Day Case,Adult,65+, 12-15 Months,1,21MH
30-04-2018,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,5,32MH
30-04-2018,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,1,27MH
30-04-2018,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,2,25MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  0-3 Months,14,17MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  3-6 Months,9,17MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  6-9 Months,5,4MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  9-12 Months,9,17MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,16-64, 12-15 Months,4,17MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,16-64, 15-18 Months,1,22MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  0-3 Months,2,20MH
30-04-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  3-6 Months,1,4MH
30-04-2018,2003,Maxillo-Facial,Day Case,Adult,16-64,  0-3 Months,7,31MH
30-04-2018,2003,Maxillo-Facial,Day Case,Adult,16-64,  3-6 Months,1,2MH
30-04-2018,2003,Maxillo-Facial,Day Case,Adult,16-64,  6-9 Months,1,21MH
30-04-2018,2003,Maxillo-Facial,Day Case,Adult,65+,  0-3 Months,1,4MH
30-04-2018,2003,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,4,23MH
30-04-2018,2003,Maxillo-Facial,Inpatient,Adult,16-64,  0-3 Months,1,9MH
30-04-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,69,20MH
30-04-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,42,5MH
30-04-2018,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,12,13MH
30-04-2018,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,20,16MH
30-04-2018,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,17,11MH
30-04-2018,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2,9MH
30-04-2018,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,10,7MH
30-04-2018,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,3,34MH
30-04-2018,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,5,20MH
30-04-2018,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,3,31MH
30-04-2018,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,2,9MH
30-04-2018,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1,10MH
30-04-2018,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,1,26MH
30-04-2018,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,1,20MH
30-04-2018,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,1,35MH
30-04-2018,2600,General Surgery,Inpatient,Child,0-15,  0-3 Months,1,24MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,29,4MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,27,34MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,19,21MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,2,23MH
30-04-2018,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,1,36MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,14,4MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,8,2MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,10,31MH
30-04-2018,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,2,33MH
30-04-2018,8003,Pain Relief,Inpatient,Adult,16-64,  9-12 Months,1,21MH
30-04-2018,0,Small Volume Specialities,Inpatient,Adult,65+,  0-3 Months,1,17MH
30-04-2018,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,13,10MH
30-04-2018,100,Cardiology,Day Case,Adult,16-64,  3-6 Months,6,5MH
30-04-2018,100,Cardiology,Day Case,Adult,16-64,  6-9 Months,4,7MH
30-04-2018,100,Cardiology,Day Case,Adult,16-64,  9-12 Months,1,19MH
30-04-2018,100,Cardiology,Day Case,Adult,65+,  0-3 Months,6,24MH
30-04-2018,100,Cardiology,Day Case,Adult,65+,  3-6 Months,4,32MH
30-04-2018,100,Cardiology,Day Case,Adult,65+,  6-9 Months,1,10MH
30-04-2018,100,Cardiology,Inpatient,Adult,16-64,  9-12 Months,1,12MH
30-04-2018,100,Cardiology,Inpatient,Adult,16-64, 15-18 Months,1,28MH
30-04-2018,100,Cardiology,Inpatient,Adult,65+,  0-3 Months,2,12MH
30-04-2018,100,Cardiology,Inpatient,Adult,65+,  3-6 Months,1,19MH
30-04-2018,300,Dermatology,Day Case,Adult,65+,  6-9 Months,1,5MH
30-04-2018,300,Dermatology,Day Case,Adult,65+,  9-12 Months,2,30MH
30-04-2018,300,Dermatology,Day Case,Child,0-15,  9-12 Months,1,34MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,45,1MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,33,5MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,11,23MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,1,15MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,1,7MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,20,12MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,8,34MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,2,29MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,1,9MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,1,32MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,44,11MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,37,29MH
30-04-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,4,11MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,44,29MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,24,7MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,38,21MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,26,30MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,24,36MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,23,17MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,21,36MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,1,35MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,5,31MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,1,8MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,1,15MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,1,5MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+, 15-18 Months,3,20MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,21,23MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,36,10MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,25,36MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,30,22MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,23,7MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,17,2MH
30-04-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,18+ Months,2,21MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,10,4MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,34,20MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,23,17MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,5,10MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,3,4MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,1,18MH
30-04-2018,1503,Gynaecology,Day Case,Adult,16-64,18+ Months,1,14MH
30-04-2018,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,1,4MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,25,31MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,24,23MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,12,4MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,11,27MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64, 12-15 Months,1,22MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,1,7MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,7,19MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,4,19MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,1,30MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,1,10MH
30-04-2018,1503,Gynaecology,Inpatient,Adult,65+, 12-15 Months,1,13MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,48,17MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,40,14MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,48,22MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,19,19MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,15,4MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,11,29MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,16-64,18+ Months,13,22MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,78,22MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,79,23MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,69,21MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,  9-12 Months,41,12MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+, 12-15 Months,37,23MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+, 15-18 Months,42,7MH
30-04-2018,1700,Ophthalmology,Day Case,Adult,65+,18+ Months,25,36MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,  0-3 Months,7,17MH
30-04-2018,1700,Ophthalmology,Day Case,Child,0-15,  3-6 Months,4,29MH
